City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,93,100,29.1,overcast clouds
460,Half Moon Bay,US,37.4636,-122.4286,63.41,63,0,13.8,clear sky
461,Shitanjing,CN,39.2342,106.3439,4.15,23,87,9.91,overcast clouds
462,Chaoyang,CN,41.5703,120.4586,15.19,29,1,19.55,clear sky
463,Mazamari,PE,-11.3258,-74.5308,88.11,49,98,1.39,overcast clouds
464,Sobolevo,RU,54.4299,31.8996,28.96,96,100,9.69,overcast clouds
465,Nha Trang,VN,12.25,109.1833,75.2,92,21,4.12,few clouds
466,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,101.59,15,5,8.77,clear sky
467,Pendleton,US,45.6721,-118.7886,38.64,88,100,11.5,light rain
468,Rio Grande,BR,-32.035,-52.0986,78.91,81,4,14.79,clear sky
469,Tagusao,PH,9.1924,117.8141,79.09,81,38,3.91,scattered clouds
470,Bad Wildungen,DE,51.1196,9.1248,41.18,93,100,3.44,overcast clouds
471,Maxixe,MZ,-23.8597,35.3472,73.13,82,100,13.4,light rain
472,Murgab,TM,37.4966,61.9714,49.48,74,15,3.44,few clouds
473,Nelson,NZ,-41.2833,173.2833,59.29,82,100,1.01,overcast clouds
474,Buraydah,SA,26.326,43.975,68.86,25,100,9.95,overcast clouds
475,Hudiksvall,SE,61.729,17.1036,36.61,91,100,5.32,overcast clouds
476,Mandera,KE,3.9366,41.867,82.26,54,38,5.88,scattered clouds
477,Balingasay,PH,16.3573,119.8564,80.67,79,31,8.97,scattered clouds
478,Miandrivazo,MG,-19.5167,45.4667,79.65,67,23,4.94,few clouds
479,Salatiga,ID,-7.3319,110.4928,72.19,94,100,3.22,overcast clouds
480,Yarovoye,RU,52.9273,78.58,-12.3,92,18,3.4,few clouds
481,Gimli,CA,50.6336,-96.9907,31.03,87,99,16.37,overcast clouds
482,Limenaria,GR,40.6261,24.5786,48.94,83,100,15.28,overcast clouds
483,Kaita,JP,34.3667,132.55,60.35,92,100,4.94,light rain
484,Leninskoye,KZ,41.7589,69.3864,47.34,81,100,6.91,light rain
485,The Valley,AI,18.217,-63.0578,82.26,68,34,17.36,scattered clouds
486,Cuamba,MZ,-14.8031,36.5372,75.79,70,99,8.68,overcast clouds
487,Tautira,PF,-17.7333,-149.15,77.49,79,6,11.63,clear sky
488,Bandarbeyla,SO,9.4942,50.8122,77.61,69,64,16.78,broken clouds
489,Salisbury,GB,51.0693,-1.7957,41.86,97,20,4.61,fog
490,Atar,MR,20.5169,-13.0499,69.58,16,0,11.77,clear sky
491,Kaeo,NZ,-35.1,173.7833,63.73,65,92,6.49,overcast clouds
492,Penha,BR,-26.7694,-48.6458,71.47,88,75,14.97,broken clouds
493,Ozernovskiy,RU,51.5,156.5167,30.9,66,100,24.23,light snow
494,Sinnamary,GF,5.3833,-52.95,78.01,85,99,6.91,overcast clouds
495,Jiayuguan,CN,39.8167,98.3,3.36,30,100,9.64,overcast clouds
496,Benguela,AO,-12.5763,13.4055,77.63,81,100,1.95,overcast clouds
497,Aden,YE,12.7794,45.0367,78.78,70,22,10.74,few clouds
498,Mugur-Aksy,RU,50.35,90.5,-16.1,59,22,5.5,few clouds
499,Estelle,US,29.8458,-90.1067,77.0,60,0,4.61,clear sky
500,Gushikawa,JP,26.3544,127.8686,74.43,94,0,0.0,clear sky
501,Camana,PE,-16.6228,-72.7111,70.11,77,68,7.96,broken clouds
502,Sabha,LY,27.0377,14.4283,59.88,58,43,7.9,scattered clouds
503,Aksu,CN,41.1231,80.2644,19.51,27,78,7.2,broken clouds
504,Muzaffarabad,PK,34.37,73.4711,54.03,36,18,5.86,few clouds
505,Bathsheba,BB,13.2167,-59.5167,81.21,69,20,19.57,few clouds
506,Quatre Cocos,MU,-20.2078,57.7625,73.09,77,100,3.62,overcast clouds
507,Kantang,TH,7.4054,99.5156,74.62,94,56,3.36,broken clouds
508,Laguna,US,38.421,-121.4238,64.29,50,0,0.0,clear sky
509,Amahai,ID,-3.3333,128.9167,78.31,82,77,2.42,broken clouds
510,Vanimo,PG,-2.6741,141.3028,77.88,85,100,3.94,overcast clouds
511,Mandalgovi,MN,45.7625,106.2708,-13.13,62,2,14.12,clear sky
512,Avera,US,33.194,-82.5271,67.51,50,0,10.04,clear sky
513,Natalio,PY,-26.7167,-55.0833,81.57,49,83,2.46,broken clouds
514,Galbshtadt,RU,53.2264,78.9845,-15.56,93,22,3.29,few clouds
515,Najran,SA,17.4924,44.1277,59.67,41,42,2.01,scattered clouds
516,Unguia,CO,8.0434,-77.0945,79.09,81,100,5.23,overcast clouds
517,Pangkalanbuun,ID,-2.6833,111.6167,73.45,96,94,2.21,overcast clouds
518,Valdivia,CL,-39.8142,-73.2459,75.29,44,68,6.2,broken clouds
519,Srandakan,ID,-7.9386,110.2506,76.6,87,100,0.36,overcast clouds
520,Aasiaat,GL,68.7098,-52.8699,11.7,78,84,12.93,broken clouds
521,Pekan,MY,3.4836,103.3996,78.96,89,77,5.61,broken clouds
522,Fereydun Kenar,IR,36.6864,52.5225,59.61,77,99,7.05,overcast clouds
523,Challans,FR,46.8436,-1.8749,45.52,78,2,9.93,clear sky
524,Ismailia,EG,30.6043,32.2723,64.35,42,98,6.58,overcast clouds
525,Kandrian,PG,-6.2167,149.55,80.51,80,85,7.67,overcast clouds
526,Flin Flon,CA,54.7682,-101.865,18.32,92,100,14.52,light snow
527,Batagay,RU,67.6333,134.6333,-47.16,99,84,1.48,broken clouds
528,Visegrad,BA,43.7847,19.2992,33.66,96,18,2.48,few clouds
529,San Cayetano,CO,7.8771,-72.6243,81.48,69,40,9.22,scattered clouds
530,Torgau,DE,51.5667,13.0,41.11,78,100,5.48,overcast clouds
531,Aleksandrovskoye,RU,44.7142,43.0008,35.87,74,80,13.15,broken clouds
532,Goulburn,AU,-34.75,149.7167,51.42,69,6,13.38,clear sky
533,Tamala,RU,52.541,43.2515,22.82,61,8,8.84,clear sky
534,Nago,JP,26.5881,127.9761,72.03,87,0,7.54,clear sky
535,Ola,RU,59.5833,151.2833,11.19,85,100,15.82,overcast clouds
536,Chake Chake,TZ,-5.2459,39.7666,76.8,88,40,6.87,scattered clouds
537,Nishihara,JP,26.1842,127.7558,74.48,94,20,9.22,few clouds
538,Balagansk,RU,54.0103,103.0544,-0.56,89,100,16.96,overcast clouds
539,Hervey Bay,AU,-25.2986,152.8535,73.89,83,100,7.45,overcast clouds
540,Garowe,SO,8.4054,48.4845,73.13,52,79,12.53,broken clouds
541,Evensk,RU,61.95,159.2333,21.6,83,100,26.62,light snow
542,Huallanca,PE,-9.8993,-76.9417,58.32,49,100,7.96,overcast clouds
543,Portland,US,45.5234,-122.6762,47.57,77,75,5.01,broken clouds
544,Selty,RU,57.3132,52.1345,4.53,98,100,1.28,overcast clouds
545,Ixtapa,MX,20.7,-105.2,78.03,65,0,6.91,clear sky
546,Lavrentiya,RU,65.5833,-171.0,13.57,96,47,2.8,scattered clouds
547,Mizdah,LY,31.4451,12.9801,59.88,66,99,3.4,overcast clouds
548,Maamba,ZM,-17.3667,27.15,69.31,84,7,2.17,light rain
549,Tegh,AM,39.5579,46.4772,39.47,94,95,1.25,overcast clouds
550,Broken Hill,AU,-31.95,141.4333,56.16,63,0,18.05,clear sky
551,Sola,VU,-13.8833,167.55,82.31,73,89,9.1,overcast clouds
552,Grado,ES,43.388,-6.0743,52.09,88,75,6.91,broken clouds
553,Honiara,SB,-9.4333,159.95,81.66,81,98,3.09,light rain
554,Natal,BR,-5.795,-35.2094,81.25,78,40,12.66,scattered clouds
555,Galich,RU,58.3797,42.3475,9.3,97,98,3.15,overcast clouds
556,Litovko,RU,49.2361,135.1742,11.52,95,100,4.03,light snow
557,Xuzhou,CN,34.1805,117.1571,47.71,68,100,14.92,overcast clouds
558,Fort Nelson,CA,58.8053,-122.7002,0.95,78,69,3.0,broken clouds
559,Nelson Bay,AU,-32.7167,152.15,69.1,94,12,8.01,few clouds
560,Frome,GB,51.2283,-2.3221,45.01,95,7,2.66,clear sky
561,Tocopilla,CL,-22.092,-70.1979,67.23,75,22,7.81,few clouds
562,Arcachon,FR,44.5875,-1.0519,50.05,87,40,2.3,scattered clouds
563,Cururupu,BR,-1.8283,-44.8683,79.18,75,74,4.9,broken clouds
564,Lianran,CN,24.9227,102.485,47.3,90,0,2.62,clear sky
565,Quesnel,CA,52.9999,-122.5029,12.94,70,85,4.41,overcast clouds
566,Badarwas,IN,24.9667,77.5667,58.73,38,0,4.14,clear sky
567,Hovd,MN,48.0056,91.6419,-6.38,54,0,3.71,clear sky
568,Kijang,KR,35.2442,129.2139,64.62,94,100,14.32,moderate rain
569,Bijie,CN,27.3125,105.2942,52.72,88,100,2.84,overcast clouds
570,Adrar,MR,20.5022,-10.0711,67.06,18,0,12.71,clear sky
571,Ostersund,SE,63.1792,14.6357,33.62,100,100,44.0,overcast clouds
572,Canutama,BR,-6.5339,-64.3831,84.4,69,88,1.74,overcast clouds
573,Kalmunai,LK,7.4167,81.8167,77.59,79,100,5.88,overcast clouds
574,Ilovlya,RU,49.3033,43.9796,26.29,51,59,10.42,broken clouds
575,Arcata,US,40.8665,-124.0828,52.93,81,99,8.01,overcast clouds
576,Twentynine Palms,US,34.1356,-116.0542,66.63,22,100,4.9,overcast clouds
577,Yarmouth,US,41.7057,-70.2286,50.47,69,20,25.01,few clouds
578,Athabasca,CA,54.7169,-113.2854,10.85,72,100,15.93,overcast clouds
579,Abu Dhabi,AE,24.4667,54.3667,77.02,79,0,1.14,clear sky
580,Penzance,GB,50.1186,-5.5371,47.08,77,8,16.2,clear sky
581,Borba,BR,-4.3878,-59.5939,84.27,65,91,3.89,moderate rain
582,Westport,US,41.1415,-73.3579,52.56,61,0,13.8,clear sky
583,Mattru,SL,7.6244,-11.8332,74.88,90,80,2.8,light rain
584,Bonavista,CA,48.6499,-53.1147,37.2,97,100,22.03,moderate rain
585,Nortelandia,BR,-14.4547,-56.8028,95.2,21,6,7.23,clear sky
586,Jaciara,BR,-15.9653,-54.9683,91.63,24,0,8.16,clear sky
587,Erzin,TR,36.9559,36.2,58.24,62,100,8.3,overcast clouds
588,Sterling,US,39.0062,-77.4286,52.16,64,100,14.0,overcast clouds
589,Dawei,MM,14.0833,98.2,74.5,93,66,3.06,broken clouds
590,Tulun,RU,54.5611,100.5792,-0.02,84,100,16.11,overcast clouds
591,Borovichi,RU,58.3878,33.9155,20.57,96,100,6.2,overcast clouds
592,Havoysund,NO,70.9963,24.6622,39.43,80,97,12.55,overcast clouds
593,Valparaiso,CL,-33.0393,-71.6273,65.84,90,75,11.5,broken clouds
594,Kirakira,SB,-10.4544,161.9205,82.47,77,100,5.48,overcast clouds
595,Mackay,AU,-21.15,149.2,79.68,83,92,6.44,light rain
596,Ossora,RU,59.2353,163.0719,19.96,94,100,14.97,light snow
597,Afyonkarahisar,TR,38.75,30.6667,42.87,66,100,3.71,overcast clouds
598,Shakawe,BW,-18.3667,21.85,75.29,38,0,4.81,clear sky
599,San Juan,AR,-31.5375,-68.5364,99.23,14,15,7.16,few clouds
600,Nizwa,OM,22.9333,57.5333,70.66,41,0,4.99,clear sky
601,Masterton,NZ,-40.9597,175.6575,59.88,64,99,8.63,overcast clouds
602,Taboc,PH,8.8783,124.7975,74.68,78,79,6.55,broken clouds
603,Juneau,US,58.3019,-134.4197,29.21,85,20,0.0,few clouds
604,Aykhal,RU,66.0,111.5,-23.69,100,100,4.83,overcast clouds
605,Kavaratti,IN,10.5669,72.642,80.78,69,55,2.04,broken clouds
606,Bukachacha,RU,52.9833,116.9167,-17.79,93,100,3.78,overcast clouds
607,Luang Prabang,LA,19.8856,102.1347,69.22,99,27,0.54,scattered clouds
608,Barcelos,PT,41.5388,-8.6151,50.92,84,56,2.91,broken clouds
609,Polyarnyy,RU,69.1989,33.4478,26.47,90,50,10.31,scattered clouds
610,Morrisburg,CA,44.9001,-75.1826,34.52,68,73,7.72,broken clouds
611,Chemal,RU,51.4111,86.005,-9.0,91,18,5.03,few clouds
612,Usinsk,RU,65.9939,57.5281,3.0,98,99,11.14,overcast clouds
613,Bollnas,SE,61.3482,16.3946,34.74,100,100,1.88,overcast clouds
614,Yichun,CN,47.7,128.9,10.65,95,100,0.96,light snow
615,Kigoma,TZ,-4.8769,29.6267,73.27,78,71,0.49,broken clouds
616,Gunnedah,AU,-30.9833,150.25,65.57,48,0,3.76,clear sky
617,Wittstock,DE,53.1612,12.4829,37.54,84,100,9.31,light rain
618,Kamarion,GR,36.8,25.8167,56.08,87,100,16.46,overcast clouds
619,Port Shepstone,ZA,-30.7414,30.455,68.54,79,95,11.54,overcast clouds
620,Lyman,UA,48.9884,37.8023,31.37,55,99,11.54,overcast clouds
621,Camopi,GF,3.1655,-52.3158,74.23,96,100,3.36,overcast clouds
622,Taoudenni,ML,22.6783,-3.9836,69.44,19,100,13.6,overcast clouds
623,Igarka,RU,67.4667,86.5833,3.33,97,100,7.56,overcast clouds
624,Ocean City,US,39.2776,-74.5746,53.02,55,100,8.01,overcast clouds
625,Joshimath,IN,30.5667,79.5667,48.87,16,1,8.37,clear sky
626,Kiama,AU,-34.6833,150.8667,66.0,66,2,1.99,clear sky
627,Andra,RU,62.5147,65.8878,2.12,92,100,4.97,overcast clouds
628,Northam,GB,51.0333,-4.2167,47.39,83,13,10.02,few clouds
629,Aranos,NA,-24.1333,19.1167,81.16,28,14,16.73,few clouds
630,Calama,CL,-22.4667,-68.9333,73.89,18,0,29.93,clear sky
631,Cap Malheureux,MU,-19.9842,57.6142,73.47,77,100,1.99,overcast clouds
632,Charlottetown,CA,46.2352,-63.1267,37.56,93,100,17.0,overcast clouds
633,Chubbuck,US,42.9208,-112.4661,31.14,77,100,14.97,overcast clouds
634,Hornepayne,CA,49.2138,-84.7705,27.84,57,100,5.61,overcast clouds
635,Soledade,BR,-28.8183,-52.5103,71.26,62,75,11.59,broken clouds
636,Dakar,SN,14.6937,-17.4441,76.08,66,41,15.23,scattered clouds
637,Murino,RU,60.0494,30.4459,26.55,97,68,4.59,broken clouds
638,Kot Addu,PK,30.4692,70.9671,60.67,23,0,3.91,clear sky
639,Saint-Georges,GD,12.0564,-61.7485,80.28,78,75,9.22,broken clouds
640,Bilma,NE,18.6853,12.9164,64.31,24,100,9.64,overcast clouds
641,Sao Miguel,BR,-5.4667,-35.3667,81.37,76,43,10.63,scattered clouds
642,Samarai,PG,-10.6167,150.6667,82.08,79,100,1.72,overcast clouds
643,La Asuncion,VE,11.0333,-63.8628,79.21,80,100,16.33,light rain
644,Porto Velho,BR,-8.7619,-63.9039,77.05,83,20,4.61,light rain
645,Aquiraz,BR,-3.9014,-38.3911,80.69,73,51,9.93,broken clouds
646,Lydenburg,ZA,-25.0978,30.4597,56.68,90,100,3.2,overcast clouds
647,Nantucket,US,41.2835,-70.0995,51.94,69,0,11.5,clear sky
648,Yeniseysk,RU,58.4497,92.1703,-1.66,90,99,7.54,overcast clouds
649,Changde,CN,29.0464,111.6783,52.32,55,99,14.45,overcast clouds
650,Ayan,RU,56.45,138.1667,-5.94,92,11,16.53,few clouds
651,Barma,SL,8.35,-11.3333,72.72,90,87,1.59,overcast clouds
652,Iwaki,JP,37.05,140.8833,61.77,77,99,1.01,overcast clouds
653,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,40,18.41,scattered clouds
654,Portree,GB,57.4129,-6.1942,43.52,94,41,3.42,scattered clouds
655,Galle,LK,6.0367,80.217,76.86,85,89,2.57,overcast clouds
656,Itarsi,IN,22.6167,77.75,58.35,52,1,4.94,clear sky
657,Laramie,US,41.3114,-105.5911,32.95,64,100,20.71,overcast clouds
658,Auki,SB,-8.7676,160.7034,80.22,83,98,3.13,overcast clouds
659,Duartina,BR,-22.4144,-49.4039,75.04,64,86,10.36,overcast clouds
660,Santiago,CL,-33.4569,-70.6483,84.54,42,0,19.57,clear sky
661,Khandbari,NP,27.3747,87.2039,56.08,70,7,3.29,clear sky
662,Sakakah,SA,29.9697,40.2064,63.99,58,100,6.67,overcast clouds
663,Cabadiangan,PH,9.7531,122.4739,76.01,90,10,5.14,clear sky
664,Mporokoso,ZM,-9.3727,30.125,62.19,91,100,2.82,overcast clouds
665,Ballina,AU,-28.8667,153.5667,73.02,91,100,6.49,overcast clouds
666,Marystown,CA,47.1666,-55.1483,47.03,96,100,19.55,light rain
667,La Jagua Del Pilar,CO,10.5102,-73.071,83.07,69,99,5.5,light rain
668,Solnechnyy,RU,50.7214,136.6319,10.65,90,100,3.67,light snow
669,Ninghai,CN,29.2892,121.4247,66.45,98,100,4.43,overcast clouds
670,Karasburg,NA,-28.0167,18.75,76.89,24,6,10.33,clear sky
671,Clive,US,41.603,-93.7241,53.85,37,75,14.0,broken clouds
672,Salalah,OM,17.0151,54.0924,73.49,73,0,3.44,clear sky
673,Salamiyah,SY,35.0113,37.0532,58.91,56,100,22.57,overcast clouds
674,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.27,96,100,2.01,overcast clouds
675,Kamaishi,JP,39.2667,141.8833,57.76,89,100,15.21,overcast clouds
676,Niono,ML,14.2526,-5.993,79.77,14,100,4.99,overcast clouds
677,Estepona,ES,36.4276,-5.1459,58.82,45,21,7.67,few clouds
678,Waspan,NI,14.7419,-83.9717,81.14,78,58,6.8,broken clouds
679,Codrington,AU,-38.2667,141.9667,53.85,85,77,8.66,broken clouds
680,Schwedt,DE,53.0596,14.2815,38.52,85,98,10.8,overcast clouds
681,Goderich,CA,43.7501,-81.7165,36.91,61,73,3.8,broken clouds
682,Strezhevoy,RU,60.7333,77.5889,-16.01,99,69,4.59,broken clouds
683,Waitati,NZ,-45.75,170.5667,58.8,76,100,2.98,moderate rain
684,Gat,IL,31.61,34.7642,67.41,100,100,1.03,overcast clouds
685,Kudahuvadhoo,MV,2.6708,72.8944,80.2,69,100,5.82,overcast clouds
686,Acapulco,MX,16.8634,-99.8901,84.02,70,40,8.05,scattered clouds
687,Pajapan,MX,18.25,-94.7,77.16,79,58,7.07,light rain
688,Konstantinovka,RU,49.6167,127.9833,1.47,96,100,11.92,light snow
689,Neuquen,AR,-38.9516,-68.0591,94.89,24,20,4.61,few clouds
690,Caceres,ES,39.522,-6.3748,45.25,74,14,7.38,few clouds
691,Chiang Khong,TH,20.2613,100.4046,68.81,100,35,0.6,scattered clouds
